Aviso,Fecha de aviso,Descripción,Orden,Grupo planif.,Clase de aviso,Status sistema,Fecha de cierre,Ce.emplazam.,Descripción.1,Duración parada
100001598,24/05/2025,intervenir lampar de vitrina #2,60000930.0,Frigoristas,Correctivo,MECE ORAS,29/05/2025,C110,Vitrina refrigeracion N°02,0.0
100001599,24/05/2025,revicion y reparacion del techo,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001600,24/05/2025,revision disco de la tajadora,,Electromecanico,Correctivo,MECE,21/07/2025,C110,Tajadora,0.0
100001601,24/05/2025,realizar cambio de los cubos decorativos,60002926.0,Infraestructura,Correctivo,MECE ORAS,28/08/2025,C110,,0.0
100001602,24/05/2025,intervencion en mesones de proceso,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001603,24/05/2025,reparacion de luces de la cava,60000931.0,Frigoristas,Correctivo,MECE ORAS,29/05/2025,C110,,0.0
100001604,24/05/2025,sellamiento de grietas,,Electromecanico,Correctivo,MECE,29/07/2025,C110,,0.0
100001605,24/05/2025,instalacion de soporte para parrilla,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100001606,24/05/2025,sellamiento de biseles,60000875.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C110,,0.0
100001607,24/05/2025,evaluar correcion de esquinas en cavas,,Frigoristas,Correctivo,METR,,C110,Evaporador cava refrigeracion N°01,0.0
100001610,25/05/2025,Ventilador de cava dañado,,Frigoristas,Correctivo,MECE,27/05/2025,C270,Evaporador cava congelacion N°01,0.0
100001611,25/05/2025,cava  se  dispara,,Frigoristas,Correctivo,MECE,29/05/2025,C290,Evaporador cava refrigeracion N°01,0.0
100001620,26/05/2025,Arreglo Persianas,,Infraestructura,Correctivo,MEAB,,C390,,0.0
100001621,26/05/2025,Sellamiento Vitrina Charcutería,,Frigoristas,Correctivo,MECE,27/05/2025,C230,Vitrina refrigeracion N°03,0.0
100001622,26/05/2025,fuga de aceite molino y mantenimiento,60000867.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C170,Molino,0.0
100001623,26/05/2025,caucho pata de la sierra,,Electromecanico,Correctivo,MECE,29/07/2025,C170,Sierra sin fin,0.0
100001625,26/05/2025,ups se apaga,,Electromecanico,Correctivo,MECE,08/09/2025,C280,UPS,0.0
100001627,26/05/2025,fachada en mal estado,60000868.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C210,,0.0
100001628,26/05/2025,daño en vitrina,60000882.0,Frigoristas,Correctivo,MECE ORAS,27/05/2025,C210,Vitrina refrigeracion N°03,0.0
100001630,26/05/2025,Vitrina congelación,,Frigoristas,Correctivo,MECE,22/07/2025,C240,Vitrina congelacion N°01,0.0
100001634,26/05/2025,cava de refrigeracion Mala,60000878.0,Frigoristas,Correctivo,MECE ORAS,27/05/2025,C190,Evaporador cava refrigeracion N°01,0.0
100001640,26/05/2025,Pergola punto de venta,,Infraestructura,Correctivo,MECE,05/08/2025,C230,,0.0
100001641,26/05/2025,Fuga sala de procesos,60000903.0,Infraestructura,Correctivo,MECE ORAS,30/05/2025,C230,,0.0
100001654,27/05/2025,ventiladores  cava de congelacion,60000886.0,Frigoristas,Correctivo,MECE ORAS,27/05/2025,C160,Evaporador cava congelacion N°01,0.0
100001655,27/05/2025,cambio de lampara que esta malo,,Electromecanico,Correctivo,MECE,29/07/2025,C160,,0.0
100001657,27/05/2025,LAMPARAS DAÑADAS MESA,,Electromecanico,Correctivo,MECE,06/08/2025,C340,,0.0
100001659,27/05/2025,NEVERA CHARCUTERIA NO ENFRIA,60001068.0,Frigoristas,Correctivo,MECE ORAS,17/06/2025,C340,Vitrina refrigeracion N°01,97.0
100001660,27/05/2025,LAMPARAS EN PARRILLA DAÑADAS,,Electromecanico,Correctivo,MECE,29/07/2025,C340,,0.0
100001662,27/05/2025,pozuelo llave mala,60000881.0,Infraestructura,Correctivo,MECE ORAS,05/06/2025,C230,,0.0
100001667,27/05/2025,Mantenimiento de sillas,,Infraestructura,Correctivo,MECE,10/07/2025,C410,,0.0
100001672,27/05/2025,daño en balanza colgante,60000887.0,Metrologia,Correctivo,MECE ORAS,28/05/2025,C210,Balanza colgante N°03,0.0
100001674,28/05/2025,VITRINA #3 CON RUIDO ANORMAL,,Frigoristas,Correctivo,MECE,29/05/2025,C110,Vitrina refrigeracion N°03,0.0
100001675,28/05/2025,vitrina de congelacion no enciende,60000889.0,Frigoristas,Correctivo,MECE ORAS,28/05/2025,C110,Vitrina congelacion N°01,3.0
100001676,28/05/2025,FABRICACION DE PERCHEROS PARA BOLSOS,,Electromecanico,Correctivo,MECE,17/07/2025,C110,CAM PV-ITA_Lockers,0.0
100001677,28/05/2025,COMPRA DE CAUCHO PAR LAS ESTERAS PV,,Infraestructura,Correctivo,MECE,14/08/2025,C110,,0.0
100001678,28/05/2025,COMPRA DE TANQUE PARA CHUT DE BASURAS,,Infraestructura,Correctivo,MECE,28/05/2025,C110,,0.0
100001679,28/05/2025,Instalacion de aire,,Infraestructura,Correctivo,MECE,28/05/2025,C190,,0.0
100001680,28/05/2025,ojos de buey malos,,Electromecanico,Correctivo,MECE,29/07/2025,C190,,0.0
100001681,28/05/2025,grifos desajustados,,Infraestructura,Correctivo,MECE,30/05/2025,C190,,0.0
100001688,28/05/2025,datafono,60001111.0,Electromecanico,Correctivo,MECE ORAS,27/06/2025,C100,,1.0
100001704,28/05/2025,Freidora no enciende,60001734.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C180,Freidora electrica N°01,0.0
100001705,28/05/2025,Nevera  (ensaladera) botando agua,60000932.0,Frigoristas,Correctivo,MECE ORAS,29/05/2025,C180,Nevera horizontal N°01,0.0
100001714,29/05/2025,La tajadora se frena,60001274.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C140,Tajadora,0.0
100001715,29/05/2025,vitrina de lo congelado mala temperatura,,Frigoristas,Correctivo,MECE,29/05/2025,C190,Vitrina refrigeracion N°02,0.0
100001719,29/05/2025,Fachada,,,,,,,,
100001721,29/05/2025,Revision tecnica de red electrica,,Electromecanico,Correctivo,MECE,29/07/2025,C140,,0.0
100001722,29/05/2025,Vitrina de refrigeracion,60001299.0,Frigoristas,Correctivo,MECE ORAS,16/06/2025,C140,Vitrina refrigeracion N°03,0.0
100001725,29/05/2025,Mantenimiento bascula de piso,60001088.0,Metrologia,Correctivo,MECE ORAS,06/06/2025,C170,Bascula plataforma,0.0
100001726,29/05/2025,Sanitario Baño de las Mujeres,60000943.0,Infraestructura,Correctivo,MECE ORAS,03/07/2025,C220,,0.0
100001730,29/05/2025,cierra en mto contactor malo y enchufe,,Electromecanico,Correctivo,MECE,21/07/2025,C190,Sierra sin fin,0.0
100001733,29/05/2025,Silla gerencia dañada,,Infraestructura,Correctivo,MECE,10/07/2025,A280,,0.0
100001734,29/05/2025,Mantenimiento luces TI,,Electromecanico,Correctivo,MECE,29/07/2025,A290,,0.0
100001735,29/05/2025,Gabinete pozuelo de parrilla,,Infraestructura,Correctivo,MECE,05/08/2025,C200,,0.0
100001736,29/05/2025,Suiche porciparrilla,,Electromecanico,Correctivo,MECE,29/07/2025,C200,,0.0
100001737,29/05/2025,Bisagras gabinetes pozuelo porciparrilla,,Infraestructura,Correctivo,MECE,30/05/2025,C200,,0.0
100001738,29/05/2025,cambio del pedal del lavamanos sala de p,60001385.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C110,,0.0
100001739,29/05/2025,compra de acrilico para vitrinas,,Infraestructura,Correctivo,MECE,30/05/2025,C110,,0.0
100001740,29/05/2025,Cambio de la bascula de repeso,,Metrologia,Correctivo,MECE,30/05/2025,C110,Balanza repeso N°01,0.0
100001745,30/05/2025,Pintura alistamiento GSPA,,Infraestructura,Correctivo,MECE,21/08/2025,A400,,0.0
100001747,30/05/2025,Cambiar chapa puerta principal GSPA,60003211.0,Infraestructura,Correctivo,METR ORAS,,A400,,0.0
100001754,30/05/2025,Vitrina # 1 con daño en el vidrio,60001089.0,Frigoristas,Correctivo,MECE ORAS,17/06/2025,C110,Vitrina refrigeracion N°01,0.0
100001755,30/05/2025,Daño en reja enrollable,60001102.0,Electromecanico,Correctivo,MECE ORAS,09/06/2025,C310,Puerta automatica N°04,154.0
100001756,30/05/2025,Nevera Charecuteria temperatura,60000966.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C230,Electrodomesticos menores,0.0
100001759,30/05/2025,Vitrina de refrigeracion botando oxido,,Frigoristas,Correctivo,MECE,03/09/2025,C140,Vitrina refrigeracion N°01,0.0
100001763,30/05/2025,Vitrina congelación,60001090.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C240,Vitrina congelacion N°02,0.0
100001764,30/05/2025,Lampara extractor de Parrilla,,Electromecanico,Correctivo,MECE,01/08/2025,C240,Campana extractora,0.0
100001766,30/05/2025,limpieza vidrio sala procesos,,Infraestructura,Correctivo,MECE,17/07/2025,C170,,0.0
100001767,30/05/2025,limpieza tanque de agua edificio,,Infraestructura,Correctivo,MECE,10/06/2025,C170,,0.0
100001768,30/05/2025,limpieza bajo las vitrinas del pv,,Infraestructura,Correctivo,MECE,03/06/2025,C170,,0.0
100001769,30/05/2025,reparar huecos en cielo de drywall,,Infraestructura,Correctivo,MECE,05/08/2025,C170,,0.0
100001771,30/05/2025,panel de sobreponer malo,,Electromecanico,Correctivo,MECE,29/07/2025,C170,,0.0
100001777,31/05/2025,CAVA REFRIGERACION DEFICIENTE,,Frigoristas,Correctivo,MECE,03/06/2025,C190,Evaporador cava refrigeracion N°01,0.0
100001778,31/05/2025,Al molino le falta el empaque del Gusano,60001130.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C190,Molino,0.0
100001787,31/05/2025,Cava de congelacion votando agua,,Frigoristas,Correctivo,MECE,07/07/2025,C260,Evaporador cava congelacion N°01,0.0
100001788,31/05/2025,base de la nevera parrilla deteriorada,60002253.0,Frigoristas,Correctivo,MECE ORAS,26/07/2025,C260,Nevera domestica N°01,0.0
100001789,31/05/2025,tablero cava de congelacion,4000024.0,Frigoristas,Correctivo,MECE ORAS,21/06/2025,C320,Evaporador cava congelacion N°01,0.0
100001790,01/06/2025,Sierra sin Fin,,Electromecanico,Correctivo,MECE,16/06/2025,C240,Sierra sin fin,0.0
100001792,01/06/2025,Pedal de pozuelo de procesos con fuga,,Infraestructura,Correctivo,MECE,05/08/2025,C170,,0.0
100001795,01/06/2025,TEMPERATURAS VITRINAS,60001081.0,Frigoristas,Correctivo,MECE ORAS,05/06/2025,C470,Vitrina refrigeracion N°01,0.0
100001798,02/06/2025,Vitrina Con Temperatura Alta #1,4000023.0,Frigoristas,Correctivo,MECE ORAS,21/06/2025,C360,Vitrina refrigeracion N°01,26.0
100001800,03/06/2025,Bascula Master apagada,60000968.0,Metrologia,Correctivo,MECE ORAS,03/06/2025,C200,Balanza colgante N°01,3.0
100001809,03/06/2025,sierra sin fin,60000983.0,Electromecanico,Correctivo,MECE ORAS,05/06/2025,C100,Sierra sin fin,7.0
100001811,03/06/2025,IMPRESION DE ETIQUETADORA MALA,60000972.0,Metrologia,Correctivo,MECE ORAS,03/06/2025,C200,Balanza etiquetadora,0.0
100001812,03/06/2025,Cerradura puerta pricipal dañada,60001317.0,Infraestructura,Correctivo,MECE ORAS,18/06/2025,C290,,0.0
100001825,03/06/2025,Freidora parrilla,60001151.0,Electromecanico,Correctivo,MECE ORAS,16/06/2025,C240,Freidora electrica N°01,0.0
100001826,03/06/2025,Motores de cava,60001382.0,Frigoristas,Correctivo,MECE ORAS,21/06/2025,C240,Condensador cava congelacion N°01,0.0
100001831,04/06/2025,cambio de teclado,,Infraestructura,Correctivo,MECE,04/06/2025,C110,,0.0
100001832,04/06/2025,manteniemiento a carro trasportador,,Infraestructura,Correctivo,MECE,20/08/2025,C110,,0.0
100001833,04/06/2025,mantenimiento vitrinas,,Infraestructura,Correctivo,MECE,17/07/2025,C110,,0.0
100001840,04/06/2025,Equipo de limpieza lodo sedimentado pozo,,Infraestructura,Correctivo,METR,,C280,,0.0
100001862,04/06/2025,vitrina congelacion con temperatura alta,60001025.0,Frigoristas,Correctivo,MECE ORAS,17/06/2025,C290,Vitrina refrigeracion N°01,0.0
100001871,04/06/2025,temperatura alta en cava cong,4000022.0,Frigoristas,Correctivo,MECE ORAS,17/06/2025,C350,Controlador cava congelacion N°01,0.0
100001872,04/06/2025,daño en sierra sin fin,60001470.0,Electromecanico,Correctivo,MECE ORAS,24/06/2025,C210,Sierra sin fin,0.0
100001886,05/06/2025,NEVERA DE PARRILA NO CONGELA,60001514.0,Frigoristas,Correctivo,MECE ORAS,28/07/2025,C280,Nevera vertical mixta,945.0
100001888,05/06/2025,Boton de encendido de la sierra malo,60001533.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C280,Sierra sin fin,0.0
100001889,05/06/2025,instalacion de botiquin NUEVO en pared,60001169.0,Infraestructura,Correctivo,MECE ORAS,10/06/2025,C170,,0.0
100001891,05/06/2025,Desague tapado,60001350.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C150,,0.0
100001892,05/06/2025,Tapa tram,,,,,,,,
100001893,05/06/2025,cajon monedero,,Infraestructura,Correctivo,MECE,07/06/2025,C210,,0.0
100001908,06/06/2025,ARREGLO CANILLA,,Infraestructura,Correctivo,MECE,05/08/2025,A280,,0.0
100001911,06/06/2025,mantenimiento puertas enrrollables,60001116.0,Electromecanico,Correctivo,MECE ORAS,03/07/2025,C320,,0.0
100001925,06/06/2025,fuga de agua en baño de hombres PV,60001121.0,Infraestructura,Correctivo,MECE ORAS,10/06/2025,C170,,0.0
100001926,06/06/2025,TANQUE DE AGUA NO LLENA,60001207.0,Infraestructura,Correctivo,MECE ORAS,11/06/2025,C160,,0.0
100001928,06/06/2025,Fritadora se le daño el encendedor,60001164.0,Electromecanico,Correctivo,MECE ORAS,24/06/2025,C160,Freidora electrica N°01,0.0
100001935,07/06/2025,fuga en llave en pozuelo,60001200.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C160,,0.0
100001941,07/06/2025,cortinas cavas rotas,,Frigoristas,Correctivo,MECE,10/07/2025,C340,,0.0
100001942,07/06/2025,cortinas de cava rotas,,Frigoristas,Correctivo,MECE,10/07/2025,C340,,0.0
100001943,07/06/2025,Manteniento puertas enrollables,60001133.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C300,,0.0
100001947,08/06/2025,Cava de congelacion con temperaura incon,60001579.0,Frigoristas,Correctivo,MECE ORAS,27/06/2025,C190,Evaporador cava congelacion N°01,0.0
100001948,09/06/2025,Persiana enrollable,60001154.0,Infraestructura,Correctivo,MECE ORAS,10/06/2025,C230,,0.0
100001953,09/06/2025,Puerta de oficina desajustada,60001303.0,Infraestructura,Correctivo,MECE ORAS,05/08/2025,C170,,0.0
100001963,09/06/2025,DAÑO BRAZO HIDRAULICO DE PARRILLA,60001165.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C310,,0.0
100001966,09/06/2025,TAPONAMIENTO DE CAÑERIAS URGENTE,,Infraestructura,Correctivo,MECE,10/06/2025,C310,,0.0
100001970,09/06/2025,DAÑO EN BOTON ENCENDIDO SIN FIN,60001171.0,Electromecanico,Correctivo,MECE ORAS,10/06/2025,C310,Sierra sin fin,0.0
100001972,09/06/2025,temperatura alta cava de congelación,60001380.0,Frigoristas,Correctivo,MECE ORAS,03/07/2025,C180,Evaporador cava congelacion N°01,0.0
100001974,09/06/2025,MANT CORTINAS ENRROLLABLES,60001150.0,Electromecanico,Correctivo,MECE ORAS,16/07/2025,C280,Puerta automatica N°01,0.0
100001975,09/06/2025,Temperatura de vitrina mala,60001168.0,Frigoristas,Correctivo,MECE ORAS,27/06/2025,C120,Vitrina refrigeracion N°02,21.0
100001980,09/06/2025,Posuelo parrilla taquiado,60001167.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C180,,0.0
100001998,10/06/2025,Intervencion Caja Aguas LLuvias,60001185.0,Infraestructura,Correctivo,METR ORAS,,C230,,0.0
100001999,10/06/2025,Freidora para conexion,60001172.0,Electromecanico,Correctivo,MECE ORAS,20/06/2025,C340,Freidora electrica N°01,0.0
100002001,10/06/2025,vitrina # 3 con novedad del desague,60001346.0,Frigoristas,Correctivo,MECE ORAS,17/06/2025,C110,Vitrina refrigeracion N°03,0.0
100002003,11/06/2025,Sierra sin funcionar - conector dañado,60001260.0,Electromecanico,Correctivo,MECE ORAS,13/06/2025,C260,Sierra sin fin,0.0
100002010,11/06/2025,vitrina con vidrio suelto,60002122.0,Frigoristas,Correctivo,MECE ORAS,22/07/2025,C290,Vitrina refrigeracion N°02,0.0
100002012,11/06/2025,gotera techo,60001272.0,Infraestructura,Correctivo,MECE ORAS,21/06/2025,C290,,0.0
100002017,11/06/2025,Picadora parrilla - sin funcionar,60001454.0,Electromecanico,Correctivo,MECE ORAS,20/08/2025,C260,Electrodomesticos menores,2.0
100002022,11/06/2025,Sillas secretariales en mal estado,,Infraestructura,Correctivo,MEAB,,A400,,0.0
100002023,11/06/2025,Llantas de carros de canastas dañados,60001193.0,Infraestructura,Correctivo,MECE ORAS,21/06/2025,C260,,0.0
100002042,11/06/2025,Daño llave baño hombres TI,60001210.0,Infraestructura,Correctivo,MECE ORAS,05/08/2025,A290,,0.0
100002046,12/06/2025,Cambio vidrio Vitrina,60001582.0,Frigoristas,Correctivo,MECE ORAS,07/07/2025,C220,Vitrina refrigeracion N°01,0.0
100002047,12/06/2025,punto de venta sin agua,60001271.0,Infraestructura,Correctivo,MECE ORAS,17/06/2025,C290,,0.0
100002052,12/06/2025,cava de refrigeracion  se apaga,60001318.0,Frigoristas,Correctivo,MECE ORAS,22/07/2025,C290,Evaporador cava refrigeracion N°01,0.0
100002055,12/06/2025,daño en sanitario fuga de agua,60001252.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C170,,0.0
100002059,12/06/2025,las dos vitrinas no tienen frio,60001276.0,Frigoristas,Correctivo,MECE ORAS,17/06/2025,C190,Vitrina refrigeracion N°02,0.0
100002060,12/06/2025,sifones del pv  tapados,60001316.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C290,,0.0
100002061,12/06/2025,Basculas colgantes,60001293.0,Metrologia,Correctivo,MECE ORAS,17/06/2025,C120,Balanza colgante N°05,0.0
100002062,12/06/2025,Daño pared malacate,60002445.0,Infraestructura,Correctivo,MECE ORAS,14/08/2025,C120,,0.0
100002063,12/06/2025,Compra sanitario pv cali,60001261.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C400,,0.0
100002064,12/06/2025,Nevera de charcuteria oxidada,,Frigoristas,Correctivo,MECE,19/08/2025,C110,Vitrina refrigeracion N°03,0.0
100002065,12/06/2025,arreglo de tajadora,60001449.0,Electromecanico,Correctivo,MECE ORAS,24/06/2025,C110,Tajadora,0.0
100002066,12/06/2025,caja de herramineta oxidada,,Infraestructura,Correctivo,MECE,05/08/2025,C110,,0.0
100002080,13/06/2025,DAÑO DE TURNERO,,Metrologia,Correctivo,MECE,19/07/2025,C310,,0.0
100002105,14/06/2025,VERIFICACION TEM NEVERA SERVICARROS,60001301.0,Frigoristas,Correctivo,MECE ORAS,17/06/2025,A400,Nevera vertical refrigeracion N°01,0.0
100002106,14/06/2025,AVERIA BAÑO ALMACEN SERVICARROS,,Infraestructura,Correctivo,MECE,13/08/2025,A400,,0.0
100002108,14/06/2025,pluma dañada parrilla,60002515.0,Infraestructura,Correctivo,METR ORAS,,C290,,0.0
100002110,15/06/2025,lampara primer piso mala,,Electromecanico,Correctivo,MECE,06/08/2025,C170,,0.0
100002111,15/06/2025,VENTILADOR DE CONGELACION,60001302.0,Frigoristas,Correctivo,MECE ORAS,26/07/2025,C360,Evaporador cava congelacion N°01,890.0
100002112,16/06/2025,novedad en la balanza master,60001297.0,Metrologia,Correctivo,MECE ORAS,16/06/2025,C110,Balanza colgante N°01,0.0
100002114,16/06/2025,Vitrina y sala de procesos no enfria,60001311.0,Frigoristas,Correctivo,MECE ORAS,18/06/2025,C150,Vitrina refrigeracion N°03,4.0
100002129,16/06/2025,Freidora parrilla,60001393.0,Electromecanico,Correctivo,MECE ORAS,29/07/2025,C240,Freidora electrica N°01,0.0
100002130,16/06/2025,pedales pozuelos,60001384.0,Infraestructura,Correctivo,MECE ORAS,20/08/2025,C240,,0.0
100002134,16/06/2025,patineta en mal estado,60002507.0,Infraestructura,Correctivo,MECE ORAS,25/08/2025,C210,,0.0
100002141,17/06/2025,estanteria de jabones mal uso de canasta,,Infraestructura,Correctivo,MECE,18/06/2025,C190,,0.0
100002142,17/06/2025,control de temperatura,60001431.0,Frigoristas,Correctivo,MECE ORAS,21/06/2025,C240,Vitrina congelacion N°02,0.0
100002148,17/06/2025,exractor de aire,60001447.0,Electromecanico,Correctivo,MECE ORAS,24/06/2025,C410,Campana extractora,0.0
100002151,17/06/2025,malacate dañado,,Electromecanico,Correctivo,MECE,03/07/2025,C290,Malacate,0.0
100002152,17/06/2025,Mantenimiento patio de lavado almacen gt,60001396.0,Infraestructura,Correctivo,MECE ORAS,24/07/2025,A330,,0.0
100002165,18/06/2025,adecuar dos sillas que tenemos para la c,,Infraestructura,Correctivo,MECE,21/06/2025,C190,,0.0
100002170,18/06/2025,Rodamiento carro sin fin,,Electromecanico,Correctivo,MECE,24/06/2025,C230,Sierra sin fin,0.0
100002171,18/06/2025,freidora parrilla,60001519.0,Electromecanico,Correctivo,MECE ORAS,21/07/2025,C320,Freidora electrica N°01,0.0
100002176,19/06/2025,Basculas colgantes con falla,60001418.0,Metrologia,Correctivo,MECE ORAS,20/06/2025,C120,Balanza colgante N°03,0.0
100002187,19/06/2025,Fachada exterior en mal estado,,Infraestructura,Correctivo,METR,,C120,,0.0
100002194,19/06/2025,Vitrina sin temperatura,60001443.0,Frigoristas,Correctivo,MECE ORAS,21/06/2025,C120,Vitrina refrigeracion N°03,0.0
100002207,19/06/2025,Molino,60001399.0,Electromecanico,Correctivo,MECE ORAS,21/06/2025,C240,Molino,0.0
100002236,19/06/2025,Tapas de Locker,,Infraestructura,Correctivo,MECE,05/08/2025,C240,,0.0
100002237,20/06/2025,,,Frigoristas,Correctivo,ENER MECE,20/06/2025,C240,Controlador nevera congelacion N°01,0.0
100002238,20/06/2025,,,Frigoristas,Correctivo,ENER MECE,20/06/2025,C240,Controlador nevera horizontal N°01,0.0
100002240,20/06/2025,MANIGUETA DE CAVA CONGELACION,60001574.0,Frigoristas,Correctivo,MECE ORAS,27/06/2025,C190,Condensador cava refrigeracion N°02,0.0
100002243,20/06/2025,Cava de refrigeracion Mala,60001435.0,Frigoristas,Correctivo,MECE ORAS,26/06/2025,C190,Evaporador cava refrigeracion N°02,0.0
100002249,20/06/2025,CORTO MULTIPLE PRIORIDAD,,Frigoristas,Correctivo,MECE,08/08/2025,C190,,0.0
100002259,20/06/2025,,,Metrologia,Correctivo,ENER MECE,20/06/2025,C220,Balanza repeso N°01,0.0
100002261,20/06/2025,,,Metrologia,Correctivo,ENER MECE,20/06/2025,C190,Balanza repeso N°01,0.0
100002267,20/06/2025,Reparacion Bascula colgante,60001416.0,Metrologia,Correctivo,MECE ORAS,08/07/2025,C150,Balanza colgante N°06,0.0
100002286,21/06/2025,,,Frigoristas,Correctivo,ENER MECE,21/06/2025,C230,Controlador vitrina congelacion N°02,0.0
100002287,21/06/2025,cava de congelacion temperatura alta,60001429.0,Frigoristas,Correctivo,MECE ORAS,02/09/2025,C320,Evaporador cava congelacion N°01,0.0
100002292,21/06/2025,daño la cava de congelcion,60001656.0,Frigoristas,Correctivo,MECE ORAS,08/07/2025,C340,Condensador cava congelacion N°01,11.0
100002303,22/06/2025,LAMPARA DE VITRINA SE QUEMO,60001489.0,Frigoristas,Correctivo,MECE ORAS,27/06/2025,C190,Vitrina refrigeracion N°04,0.0
100002306,23/06/2025,SIERRA NO LE FUNCIONA LA GUIA,,Electromecanico,Correctivo,MECE,03/07/2025,C190,Sierra sin fin,0.0
100002307,23/06/2025,mantenimiento reja del centro,60001543.0,Infraestructura,Correctivo,MECE ORAS,04/08/2025,C140,,0.0
100002312,23/06/2025,Pozuelo empleados,60002438.0,Infraestructura,Correctivo,MECE ORAS,05/08/2025,C240,,0.0
100002320,24/06/2025,Molino NO enciende,60001475.0,Electromecanico,Correctivo,MECE ORAS,26/06/2025,C240,Molino,0.0
100002331,24/06/2025,no encienden las luces del baño,,Electromecanico,Correctivo,MECE,29/07/2025,C210,,0.0
100002332,24/06/2025,cuarto de aseo,,Infraestructura,Correctivo,MECE,26/06/2025,C210,,0.0
100002333,24/06/2025,cuarto de almacenamiento de residuos,,Electromecanico,Correctivo,MECE,26/06/2025,C210,,0.0
100002353,25/06/2025,archivador administracion dañado,60001535.0,Infraestructura,Correctivo,MECE ORAS,24/07/2025,C290,,0.0
100002360,25/06/2025,Revision Bascula colgante,60001532.0,Metrologia,Correctivo,MECE ORAS,26/06/2025,C150,Balanza colgante N°02,0.0
100002363,25/06/2025,Puerta Principal,60001518.0,Infraestructura,Correctivo,MECE ORAS,25/07/2025,C180,,0.0
100002372,25/06/2025,EXTRACTOR PARILLA DEJO DE FUNCIONAR,,Electromecanico,Correctivo,MECE,02/07/2025,C110,Campana extractora,0.0
100002375,25/06/2025,EXTRACTOR PARILLA DEJO DE FUNCIONAR,,Electromecanico,Correctivo,MECE,02/07/2025,C110,Campana extractora,0.0
100002400,26/06/2025,Pintura general oficinas GSPA,,Infraestructura,Correctivo,MECE,21/08/2025,A400,,0.0
100002401,26/06/2025,Daño Nevera pdc congelacion,60001659.0,Frigoristas,Correctivo,MECE ORAS,21/07/2025,C390,Vitrina congelacion N°01,28.0
100002410,26/06/2025,Vitrina refrigeracion,60001737.0,Frigoristas,Correctivo,MECE ORAS,04/07/2025,C240,Rack de refrigeracion,0.0
100002418,26/06/2025,bascula de repeso,60001624.0,Metrologia,Correctivo,MECE ORAS,03/07/2025,C140,Balanza repeso N°01,0.0
100002442,26/06/2025,compra de manguera,,Infraestructura,Correctivo,MECE,10/07/2025,C110,,0.0
100002462,27/06/2025,bascula trabajando en local-,60001625.0,Metrologia,Correctivo,MECE ORAS,28/06/2025,C210,Balanza colgante N°05,0.0
100002466,27/06/2025,cambio de cajon de bascula de piso,,Metrologia,Correctivo,MECE,09/07/2025,C190,Bascula plataforma,0.0
100002468,27/06/2025,Revisar energia regulada,,Electromecanico,Correctivo,MECE,29/07/2025,C190,,0.0
100002486,27/06/2025,Pistola de la manguera malo,60001575.0,Infraestructura,Correctivo,MECE ORAS,10/07/2025,C190,,0.0
100002489,27/06/2025,panel led 18 de incrustar malo,,Electromecanico,Correctivo,MECE,29/07/2025,C170,,0.0
100002490,27/06/2025,cambiar candado de la cava,,Frigoristas,Correctivo,MECE,01/07/2025,C170,,0.0
100002491,27/06/2025,Zona parqueadero,,Infraestructura,Correctivo,MECE,13/08/2025,C470,,0.0
100002493,27/06/2025,Reparacion de puerta de congelacion,,Frigoristas,Correctivo,MECE,28/07/2025,C300,Evaporador cava congelacion N°01,0.0
100002494,27/06/2025,Reparacion gato puerta salida cliente,,Infraestructura,Correctivo,MEAB,,C300,,0.0
100002496,27/06/2025,Sierra con corto inhabilitada,60001623.0,Electromecanico,Correctivo,MECE ORAS,03/07/2025,C160,Sierra sin fin,0.0
100002499,28/06/2025,la balanzamaster no funciona,60001668.0,Metrologia,Correctivo,MECE ORAS,03/07/2025,C110,Balanza colgante N°01,0.0
100002500,28/06/2025,carro para  recibir planta  dañado,60001614.0,Infraestructura,Correctivo,MECE ORAS,25/07/2025,C290,,0.0
100002503,28/06/2025,vidrio panoramico de vitrina se desprend,60001643.0,Frigoristas,Correctivo,MECE ORAS,01/07/2025,C170,Vitrina refrigeracion N°02,0.0
